iter	MAE
670	0.007940787779
671	0.007897116082
672	0.007850846667
673	0.007809220971
674	0.007731393162
675	0.007692129047
676	0.007655082926
677	0.007653920881
678	0.007616562677
679	0.007571176345
680	0.007570207421
681	0.007525919857
682	0.007490671921
683	0.007457079457
684	0.007414318803
685	0.007375338401
686	0.007343593676
687	0.007339577546
688	0.007280335376
689	0.00727903025
690	0.007278220126
691	0.007275246431
692	0.007274061249
693	0.007270086855
694	0.007265873755
695	0.007261349048
696	0.007252043835
697	0.007220508517
698	0.007215723447
699	0.007208764339
700	0.007201976201
701	0.007030084363
702	0.007010824527
703	0.006992822099
704	0.006989617693
705	0.00698190436
706	0.006947965315
707	0.006944628634
708	0.006942585808
709	0.006940728603
710	0.006939156215
711	0.006910813756
712	0.006909403731
713	0.006907823188
714	0.006906347286
715	0.006904851628
716	0.00690158762
717	0.006897951643
718	0.006896483038
719	0.006868662656
720	0.00682738452
721	0.006784576136
722	0.006769305313
723	0.00662843111
724	0.006599548642
725	0.006588057642
726	0.006583424586
727	0.006578574013
728	0.00657107277
729	0.006553695282
730	0.006507420816
731	0.006474271108
732	0.006441199047
733	0.0064365341
734	0.006432234664
735	0.00642980675
736	0.006424866858
737	0.006419612826
738	0.006410664065
739	0.006407464526
740	0.006403311053
741	0.006386426916
742	0.006369379732
743	0.006352887446
744	0.006330893032
745	0.006309634336
746	0.006273129854
747	0.006269781356
748	0.006266013262
749	0.006215265446
750	0.006159384955
751	0.006134903603
752	0.006132695128
753	0.006078388944
754	0.006055282912
755	0.006001904229
756	0.00599927412
757	0.00598675347
758	0.005968780748
759	0.005942087493
760	0.005911060362
761	0.005906305692
762	0.005903690096
763	0.005888828183
764	0.005846718451
765	0.005835464364
766	0.00583356526
767	0.005786613843
768	0.005771605216
769	0.005738109546
770	0.005727718826
771	0.005704886409
772	0.005665378382
773	0.005630660731
774	0.005596372227
775	0.00558472697
776	0.005576572771
777	0.005555833957
778	0.005523704639
779	0.00551681707
780	0.005515209189
781	0.005507200802
782	0.005481313929
783	0.005456206081
784	0.005431854599
785	0.005428882248
786	0.005426371374
787	0.005425489554
788	0.005403534567
789	0.005401888853
790	0.005400474865
791	0.005393628929
792	0.005392298813
793	0.005368497759
794	0.005367009991
795	0.00536483055
796	0.005341960076
797	0.005340013199
798	0.005334994654
799	0.005331693433
800	0.005330014651
801	0.005328387006
802	0.005327229516
803	0.005324609976
804	0.005321434178
805	0.005319699785
806	0.005318917742
807	0.005314187256
808	0.005313020208
809	0.005310970374
810	0.005310116764
811	0.005309285898
812	0.005286192837
813	0.005279201318
814	0.005272436429
815	0.005271722648
816	0.005270792602
817	0.00526989389
818	0.005269239909
819	0.005268606518
820	0.005268195618
821	0.005266497248
822	0.005259614329
823	0.00525293956
824	0.005251389572
825	0.005250908118
826	0.005250419876
827	0.005249935322
828	0.005249295711
829	0.005245945047
830	0.005243600108
831	0.005183543608
832	0.005183268802
833	0.005181705761
834	0.005153202246
835	0.005150694782
836	0.005144010952
837	0.005125775266
838	0.005122349285
839	0.005120205756
840	0.005118144016
841	0.005095846294
842	0.005094126983
843	0.005092461087
844	0.005090885782
845	0.005089366287
846	0.005087694583
847	0.005086451511
848	0.005046514466
849	0.005029412936
850	0.005028296366
851	0.005026654373
852	0.005021040633
853	0.005015698366
854	0.004999284108
855	0.004998271369
856	0.004997064557
857	0.004991728467
858	0.004915157756
859	0.004914000563
860	0.004912502804
861	0.004911285546
862	0.004910616311
863	0.004909570133
864	0.00490867754
865	0.004907414132
866	0.004906404834
867	0.004816734696
868	0.004810625993
869	0.004796786273
870	0.004790162483
871	0.004783155109
872	0.004778568073
873	0.004773441617
874	0.00477212029
875	0.004769265264
876	0.004767973828
877	0.004767182521
878	0.004760439961
879	0.004754120719
880	0.004753447041
881	0.004752750191
882	0.004747165257
883	0.004746469706
884	0.00474579751
885	0.004745335165
886	0.00474451929
887	0.004743686354
888	0.00466675407
889	0.004593814246
890	0.004587853931
891	0.004587474313
892	0.004575988838
893	0.004564500668
894	0.00450886907
895	0.004508177057
896	0.004506914169
897	0.004505996673
898	0.004500827565
899	0.004499717594
900	0.004498967738
901	0.004498440537
902	0.004496944327
903	0.00449614802
904	0.004495214929
905	0.004494624785
906	0.00449400075
907	0.004491674497
908	0.004482778767
909	0.004474672613
910	0.004473076029
911	0.004472477325
912	0.004471902418
913	0.004470726916
914	0.004469586679
915	0.004468484397
916	0.004467400536
917	0.004466421007
918	0.004458974886
919	0.00445866944
920	0.004455689912
921	0.004387917397
922	0.004386393791
923	0.004385503761
924	0.004348807803
925	0.004264269467
926	0.004263872425
927	0.004259206124
928	0.004258628939
929	0.004189426016
930	0.004178096647
931	0.004171629112
932	0.004171010233
933	0.004170663361
934	0.004164610571
935	0.00416405234
936	0.004163712401
937	0.004163311769
938	0.004162932752
939	0.004094897379
940	0.004091835858
941	0.004091191661
942	0.004090763332
943	0.004087866653
944	0.004087109044
945	0.004086965864
946	0.004059683521
947	0.004056265915
948	0.004055539611
949	0.003999902429
950	0.003997321135
951	0.003989974754
952	0.003989760463
953	0.00398895102
954	0.00398726665
955	0.003985074979
956	0.003969352805
957	0.003954105243
958	0.003952080923
959	0.003949334094
960	0.003932467567
961	0.003924433707
962	0.003916000294
963	0.003913145846
964	0.003890853199
965	0.00388473862
966	0.003880995049
967	0.003870460703
968	0.003864536993
969	0.00385729818
970	0.003851780531
971	0.003849680677
972	0.003816840885
973	0.003809181149
974	0.00380786914
975	0.00380464484
976	0.0037981596
977	0.003781702087
978	0.003780895551
979	0.003777277522
980	0.003776520617
981	0.003774465863
982	0.003772473265
983	0.00377189005
984	0.003771150179
985	0.003763207965
986	0.003705222352
987	0.003702918114
988	0.003698969927
989	0.003693573104
990	0.003691728382
991	0.00368971459
992	0.003684231911
993	0.003680625343
994	0.003675899804
995	0.003647254836
996	0.003644251721
997	0.003633242653
998	0.003597192757
999	0.003558696087
